station_id,longitude,latitude,Z.Elev,date,pH,Aldrin,BHC,Dieldrin,DDTs,Heptachlor,Heptachlorepoxide,As,Cd,Pb,Cr6,Cu,Zn,Hg,DO,T,BOD5,COD,TOC,N_NH4,N_NO3,N_NO2,P_PO4,Coliform,Ecoli,WQI,Note,WQI_Level,WQI_Color
TGLX012017,105.06,10.44,1.24,3/4/2017,7.88,0.013,0.006,0.004,0.004,0.024,0.008,0.014,0.005,0.002,0.0,0.005,0.0,0.002,4.595,25,7.6,18.965,12.753,0.61,0.16,0.12,0.0,4700.0,0,58,,Trung bình,"RGB(255,255,0)"
TGLX012017,105.06,10.44,1.24,17/4/2017,7.0,0.013,0.006,0.004,0.002,0.029,0.008,0.014,0.005,0.005,0.0,0.002,0.0,0.001,4.825,25,7.62,16.885,12.443,0.275,0.5,0.12,0.0,2400.0,0,80,,Tốt,"RGB(0,228,0)"
TGLX012017,105.06,10.44,1.24,5/5/2017,7.73,0.017,0.008,0.006,0.007,0.029,0.01,0.018,0.005,0.002,0.0,0.009,0.0,0.002,6.058,25,7.6,16.934,14.307,0.31,0.16,0.12,0.0,9200.0,0,52,,Trung bình,"RGB(255,255,0)"
TGLX012017,105.06,10.44,1.24,18/5/2017,7.29,0.016,0.007,0.005,0.004,0.032,0.01,0.018,0.005,0.005,0.0,0.004,0.0,0.001,5.948,25,7.45,17.003,14.164,0.338,0.5,0.12,0.0,4300.0,0,73,,Trung bình,"RGB(255,255,0)"
TGLX012017,105.06,10.44,1.24,3/6/2017,7.12,0.015,0.008,0.006,0.003,0.033,0.009,0.015,0.005,0.008,0.0,0.003,0.0,0.001,4.93,25,7.62,21.182,13.955,0.53,0.8,0.12,0.0,2800.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX012017,105.06,10.44,1.24,19/6/2017,6.85,0.014,0.006,0.004,0.004,0.028,0.008,0.017,0.006,0.002,0.0,0.004,0.0,0.001,5.538,25,8.0,19.534,14.347,0.62,0.15,0.12,0.0,4300.0,0,70,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,3/3/2017,7.82,0.014,0.004,0.003,0.002,0.029,0.008,0.018,0.005,0.002,0.0,0.002,0.0,0.002,6.155,25,7.12,15.519,14.007,0.113,0.175,0.12,0.0,2400.0,0,65,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,17/3/2017,6.97,0.013,0.005,0.004,0.001,0.031,0.008,0.016,0.004,0.006,0.0,0.0,0.0,0.001,5.38,25,6.8,15.936,12.976,18.5,0.575,0.12,0.0,12.413,0,76,,Tốt,"RGB(0,228,0)"
TGLX022017,105.1,10.71,1.94,3/4/2017,7.72,0.016,0.008,0.006,0.002,0.034,0.009,0.015,0.006,0.008,0.0,0.002,0.0,0.002,5.118,25,8.0,21.259,14.26,0.53,0.8,0.12,0.0,2300.0,0,61,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,17/4/2017,6.92,0.016,0.009,0.007,0.007,0.027,0.01,0.015,0.005,0.003,0.0,0.009,0.0,0.001,4.955,25,7.71,16.342,12.467,0.25,0.27,0.12,0.0,9200.0,0,65,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,5/5/2017,7.66,0.013,0.005,0.004,0.002,0.029,0.008,0.016,0.005,0.005,0.0,0.001,0.0,0.002,5.365,25,7.13,15.029,12.668,0.34,0.45,0.12,0.0,1400.0,0,64,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,18/5/2017,6.96,0.014,0.005,0.003,0.003,0.03,0.009,0.019,0.005,0.002,0.0,0.004,0.0,0.001,6.24,25,7.62,20.736,15.779,0.3,0.163,0.12,0.0,3500.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX022017,105.1,10.71,1.94,3/6/2017,6.95,0.011,0.004,0.003,0.002,0.023,0.007,0.013,0.005,0.002,0.0,0.002,0.0,0.001,4.363,25,7.1,15.563,11.332,0.41,0.24,0.12,0.0,1700.0,0,78,,Tốt,"RGB(0,228,0)"
TGLX022017,105.1,10.71,1.94,19/6/2017,7.05,0.015,0.007,0.005,0.004,0.028,0.009,0.016,0.005,0.003,0.0,0.005,0.0,0.001,5.325,25,7.12,17.724,13.457,0.54,0.32,0.12,0.0,5400.0,0,70,,Trung bình,"RGB(255,255,0)"
TGLX032017,105.13,10.27,-1.2,3/3/2017,6.91,0.011,0.007,0.005,0.004,0.02,0.007,0.008,0.006,0.003,0.0,0.005,0.0,0.001,2.703,25,8.74,21.688,10.773,0.125,0.295,0.12,0.0,5400.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX032017,105.13,10.27,-1.2,17/3/2017,7.01,0.011,0.006,0.004,0.001,0.024,0.006,0.009,0.007,0.006,0.0,0.0,0.0,0.001,2.938,25,9.0,23.283,11.629,25.4,0.563,0.12,0.0,72.25,0,69,,Trung bình,"RGB(255,255,0)"
TGLX032017,105.13,10.27,-1.2,3/4/2017,7.1,0.011,0.004,0.002,0.002,0.025,0.007,0.014,0.005,0.002,0.0,0.001,0.0,0.001,4.513,25,7.71,17.55,12.184,0.5,0.23,0.12,0.0,1100.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX032017,105.13,10.27,-1.2,17/4/2017,6.67,0.014,0.007,0.005,0.003,0.029,0.008,0.015,0.005,0.005,0.0,0.004,0.0,0.001,5.043,25,7.45,16.696,12.709,0.338,0.47,0.12,0.0,3500.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX032017,105.13,10.27,-1.2,5/5/2017,7.29,0.012,0.004,0.002,0.002,0.027,0.007,0.017,0.005,0.001,0.0,0.002,0.0,0.001,5.648,25,7.62,16.936,13.693,0.35,0.1,0.12,0.0,1700.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX032017,105.13,10.27,-1.2,18/5/2017,6.73,0.018,0.01,0.008,0.007,0.031,0.011,0.015,0.005,0.006,0.0,0.009,0.0,0.001,5.133,25,7.45,19.552,13.745,0.488,0.625,0.12,0.0,9200.0,0,62,,Trung bình,"RGB(255,255,0)"
TGLX032017,105.13,10.27,-1.2,3/6/2017,6.25,0.014,0.007,0.005,0.003,0.027,0.008,0.013,0.005,0.005,0.0,0.004,0.0,0.001,4.413,25,7.62,18.858,12.446,0.52,0.52,0.12,0.0,3500.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX032017,105.13,10.27,-1.2,19/6/2017,6.15,0.013,0.005,0.003,0.002,0.027,0.008,0.016,0.005,0.002,0.0,0.002,0.0,0.001,5.288,25,7.64,18.133,13.53,0.42,0.21,0.12,0.0,2400.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX042017,105.06,10.44,1.24,3/3/2017,6.94,0.01,0.003,0.002,0.001,0.024,0.006,0.015,0.003,0.002,0.0,0.0,0.0,0.001,5.11,25,5.75,15.511,12.437,0.113,0.223,0.12,0.0,100.0,0,84,,Tốt,"RGB(0,228,0)"
TGLX042017,105.06,10.44,1.24,17/3/2017,7.05,0.013,0.005,0.003,0.001,0.029,0.008,0.014,0.005,0.005,0.0,0.0,0.0,0.001,4.8,25,7.73,18.637,12.957,25.6,0.538,0.12,0.0,76.625,0,73,,Trung bình,"RGB(255,255,0)"
TGLX042017,105.06,10.44,1.24,3/4/2017,6.58,0.012,0.004,0.003,0.002,0.026,0.007,0.017,0.004,0.002,0.0,0.002,0.0,0.001,5.545,25,6.73,17.33,13.663,0.65,0.15,0.12,0.0,2300.0,0,79,,Tốt,"RGB(0,228,0)"
TGLX042017,105.06,10.44,1.24,17/4/2017,6.75,0.012,0.004,0.002,0.002,0.027,0.007,0.017,0.005,0.002,0.0,0.002,0.0,0.001,5.513,25,7.12,18.198,13.888,0.413,0.16,0.12,0.0,1500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX042017,105.06,10.44,1.24,5/5/2017,7.38,0.013,0.005,0.003,0.003,0.027,0.008,0.017,0.005,0.001,0.0,0.004,0.0,0.001,5.595,25,7.6,17.505,13.793,0.38,0.12,0.12,0.0,3500.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX042017,105.06,10.44,1.24,18/5/2017,6.82,0.013,0.005,0.004,0.004,0.025,0.008,0.015,0.005,0.001,0.0,0.004,0.0,0.001,5.08,25,7.32,19.338,13.599,0.563,0.138,0.12,0.0,4300.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX042017,105.06,10.44,1.24,3/6/2017,6.12,0.011,0.005,0.003,0.002,0.024,0.007,0.013,0.005,0.002,0.0,0.002,0.0,0.001,4.38,25,7.46,16.678,11.71,0.36,0.24,0.12,0.0,2100.0,0,78,,Tốt,"RGB(0,228,0)"
TGLX042017,105.06,10.44,1.24,19/6/2017,6.24,0.014,0.006,0.004,0.002,0.029,0.008,0.015,0.006,0.004,0.0,0.002,0.0,0.001,5.16,25,8.1,19.512,13.773,0.4,0.36,0.12,0.0,2400.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,3/3/2017,7.15,0.011,0.006,0.005,0.004,0.019,0.007,0.01,0.005,0.002,0.0,0.005,0.0,0.001,3.288,25,7.06,18.009,10.491,0.125,0.22,0.12,0.0,5400.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,17/3/2017,7.01,0.012,0.006,0.004,0.001,0.028,0.007,0.013,0.005,0.006,0.0,0.0,0.0,0.001,4.4,25,7.71,18.295,12.25,3.5,0.575,0.12,0.0,56.875,0,73,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,3/4/2017,7.01,0.013,0.005,0.003,0.003,0.026,0.008,0.016,0.005,0.002,0.0,0.003,0.0,0.001,5.195,25,7.62,17.308,13.131,0.85,0.16,0.12,0.0,3100.0,0,73,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,17/4/2017,7.26,0.014,0.007,0.005,0.004,0.028,0.009,0.015,0.005,0.004,0.0,0.005,0.0,0.001,4.988,25,7.35,18.719,13.265,0.288,0.388,0.12,0.0,4900.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,5/5/2017,7.52,0.017,0.009,0.008,0.004,0.035,0.01,0.016,0.004,0.01,0.0,0.004,0.0,0.002,5.368,25,6.82,16.838,13.242,0.75,0.96,0.12,0.0,4300.0,0,61,,Trung bình,"RGB(255,255,0)"
TGLX052017,104.87,10.51,1.92,18/5/2017,6.84,0.017,0.008,0.006,0.002,0.039,0.01,0.02,0.005,0.008,0.0,0.002,0.0,0.001,6.585,25,7.76,16.524,14.969,0.325,0.825,0.12,0.0,1500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX052017,104.87,10.51,1.92,3/6/2017,6.24,0.015,0.007,0.006,0.002,0.033,0.009,0.016,0.004,0.009,0.0,0.001,0.0,0.001,5.31,25,6.75,17.669,13.417,0.41,0.85,0.12,0.0,1400.0,0,80,,Tốt,"RGB(0,228,0)"
TGLX052017,104.87,10.51,1.92,19/6/2017,6.05,0.011,0.005,0.003,0.003,0.022,0.007,0.013,0.004,0.001,0.0,0.004,0.0,0.001,4.25,25,6.86,17.892,11.898,0.35,0.14,0.12,0.0,3500.0,0,79,,Tốt,"RGB(0,228,0)"
TGLX062017,104.64,10.53,0.33,3/3/2017,7.69,0.015,0.006,0.004,0.004,0.031,0.009,0.018,0.006,0.002,0.0,0.004,0.0,0.002,6.123,25,8.65,20.875,15.647,0.15,0.175,0.12,0.0,4300.0,0,60,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,17/3/2017,6.97,0.014,0.005,0.003,0.001,0.033,0.008,0.017,0.005,0.005,0.0,0.0,0.0,0.001,5.793,25,7.9,17.961,14.233,21.8,0.538,0.12,0.0,94.375,0,73,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,3/4/2017,7.22,0.011,0.003,0.002,0.002,0.025,0.007,0.015,0.005,0.001,0.0,0.001,0.0,0.001,5.105,25,7.13,16.087,12.611,0.61,0.11,0.12,0.0,1200.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX062017,104.64,10.53,0.33,17/4/2017,6.97,0.017,0.009,0.007,0.007,0.029,0.01,0.015,0.006,0.004,0.0,0.009,0.0,0.001,5.118,25,8.0,20.542,14.034,0.35,0.425,0.12,0.0,9200.0,0,62,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,5/5/2017,6.75,0.018,0.01,0.008,0.007,0.031,0.011,0.017,0.005,0.006,0.0,0.009,0.0,0.001,5.513,25,7.45,18.424,13.959,0.51,0.55,0.12,0.0,9200.0,0,62,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,18/5/2017,7.0,0.014,0.005,0.003,0.002,0.029,0.008,0.018,0.005,0.002,0.0,0.002,0.0,0.001,6.025,25,7.45,17.727,14.508,0.963,0.225,0.12,0.0,1800.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,3/6/2017,6.45,0.017,0.01,0.008,0.007,0.03,0.01,0.015,0.006,0.004,0.0,0.01,0.0,0.001,4.988,25,8.62,19.219,13.422,0.74,0.43,0.12,0.0,9500.0,0,59,,Trung bình,"RGB(255,255,0)"
TGLX062017,104.64,10.53,0.33,19/6/2017,6.23,0.015,0.007,0.005,0.003,0.032,0.009,0.015,0.006,0.006,0.0,0.003,0.0,0.001,5.008,25,8.34,20.494,13.854,0.48,0.62,0.12,0.0,2800.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX072017,105.09,10.02,0.38,3/3/2017,6.69,0.012,0.005,0.003,0.001,0.029,0.007,0.015,0.006,0.004,0.0,0.0,0.0,0.001,5.048,25,8.0,19.726,13.672,0.238,0.425,0.12,0.0,100.0,0,78,,Tốt,"RGB(0,228,0)"
TGLX072017,105.09,10.02,0.38,17/3/2017,6.63,0.013,0.004,0.003,0.001,0.029,0.008,0.017,0.005,0.004,0.0,0.0,0.0,0.001,5.558,25,7.06,17.698,13.798,56.0,0.4,0.12,0.0,19.225,0,73,,Trung bình,"RGB(255,255,0)"
TGLX072017,105.09,10.02,0.38,3/4/2017,6.6,0.016,0.007,0.005,0.006,0.028,0.01,0.018,0.005,0.001,0.0,0.008,0.0,0.001,6.0,25,7.64,16.453,14.069,0.76,0.1,0.12,0.0,7900.0,0,64,,Trung bình,"RGB(255,255,0)"
TGLX072017,105.09,10.02,0.38,17/4/2017,6.0,0.014,0.006,0.004,0.002,0.029,0.008,0.016,0.005,0.004,0.0,0.003,0.0,0.001,5.325,25,7.7,16.808,13.168,0.338,0.35,0.12,0.0,2500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX072017,105.09,10.02,0.38,5/5/2017,7.02,0.019,0.009,0.007,0.004,0.037,0.011,0.02,0.005,0.007,0.0,0.005,0.0,0.001,6.675,25,7.18,17.47,15.402,0.65,0.71,0.12,0.0,5400.0,0,70,,Trung bình,"RGB(255,255,0)"
TGLX072017,105.09,10.02,0.38,18/5/2017,6.45,0.015,0.006,0.004,0.002,0.034,0.009,0.019,0.005,0.004,0.0,0.002,0.0,0.001,6.488,25,7.62,19.361,15.717,0.538,0.425,0.12,0.0,2100.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX072017,105.09,10.02,0.38,3/6/2017,6.08,0.012,0.004,0.002,0.002,0.026,0.007,0.017,0.004,0.001,0.0,0.002,0.0,0.001,5.675,25,6.65,15.127,13.163,0.5,0.138,0.12,0.0,2200.0,0,80,,Tốt,"RGB(0,228,0)"
TGLX072017,105.09,10.02,0.38,19/6/2017,6.14,0.015,0.006,0.004,0.003,0.03,0.009,0.017,0.004,0.004,0.0,0.004,0.0,0.001,5.81,25,6.76,19.401,14.713,0.51,0.41,0.12,0.0,3500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX082017,104.93,10.19,0.58,3/3/2017,6.71,0.011,0.006,0.005,0.003,0.022,0.007,0.01,0.005,0.005,0.0,0.004,0.0,0.001,3.178,25,7.13,18.115,10.359,0.175,0.45,0.12,0.0,3500.0,0,78,,Tốt,"RGB(0,228,0)"
TGLX082017,104.93,10.19,0.58,17/3/2017,6.98,0.01,0.004,0.003,0.001,0.024,0.006,0.012,0.005,0.004,0.0,0.0,0.0,0.001,3.995,25,7.35,19.481,12.016,32.4,0.363,0.12,0.0,37.625,0,73,,Trung bình,"RGB(255,255,0)"
TGLX082017,104.93,10.19,0.58,3/4/2017,6.98,0.012,0.005,0.003,0.002,0.026,0.007,0.013,0.005,0.004,0.0,0.001,0.0,0.001,4.423,25,7.71,17.927,12.167,0.54,0.35,0.12,0.0,1100.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX082017,104.93,10.19,0.58,17/4/2017,6.51,0.013,0.007,0.005,0.004,0.025,0.008,0.012,0.006,0.004,0.0,0.004,0.0,0.001,4.065,25,8.12,18.174,11.709,0.375,0.4,0.12,0.0,4300.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX082017,104.93,10.19,0.58,5/5/2017,6.83,0.012,0.005,0.003,0.002,0.026,0.007,0.015,0.005,0.002,0.0,0.002,0.0,0.001,5.083,25,7.74,17.752,13.102,0.26,0.19,0.12,0.0,2400.0,0,79,,Tốt,"RGB(0,228,0)"
TGLX082017,104.93,10.19,0.58,18/5/2017,6.62,0.017,0.007,0.005,0.002,0.036,0.01,0.019,0.005,0.007,0.0,0.003,0.0,0.001,6.305,25,7.6,16.598,14.572,0.663,0.688,0.12,0.0,2500.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX082017,104.93,10.19,0.58,3/6/2017,6.26,0.009,0.004,0.002,0.001,0.021,0.006,0.011,0.005,0.001,0.0,0.001,0.0,0.001,3.815,25,7.73,21.379,12.345,0.168,0.114,0.12,0.0,700.0,0,79,,Tốt,"RGB(0,228,0)"
TGLX082017,104.93,10.19,0.58,19/6/2017,6.01,0.011,0.004,0.002,0.002,0.025,0.007,0.015,0.005,0.002,0.0,0.002,0.0,0.001,4.975,25,7.34,18.844,13.285,0.86,0.15,0.12,0.0,1700.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX092017,104.74,10.28,0.57,3/3/2017,6.66,0.011,0.005,0.003,0.002,0.023,0.006,0.012,0.005,0.002,0.0,0.002,0.0,0.001,4.065,25,7.64,16.767,11.266,0.175,0.2,0.12,0.0,2200.0,0,80,,Tốt,"RGB(0,228,0)"
TGLX092017,104.74,10.28,0.57,17/3/2017,6.72,0.011,0.006,0.004,0.001,0.026,0.007,0.011,0.005,0.006,0.0,0.0,0.0,0.001,3.555,25,7.64,15.616,10.138,2.6,0.613,0.12,0.0,21.95,0,74,,Trung bình,"RGB(255,255,0)"
TGLX092017,104.74,10.28,0.57,3/4/2017,6.86,0.01,0.004,0.002,0.002,0.021,0.006,0.012,0.005,0.001,0.0,0.001,0.0,0.001,4.153,25,7.12,15.811,11.095,0.45,0.13,0.12,0.0,1300.0,0,78,,Tốt,"RGB(0,228,0)"
TGLX092017,104.74,10.28,0.57,17/4/2017,6.58,0.01,0.005,0.002,0.002,0.023,0.006,0.012,0.005,0.002,0.0,0.002,0.0,0.001,3.97,25,7.9,19.87,12.101,0.463,0.213,0.12,0.0,1500.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX092017,104.74,10.28,0.57,5/5/2017,5.2,0.012,0.005,0.003,0.003,0.025,0.007,0.014,0.005,0.002,0.0,0.004,0.0,0.001,4.75,25,7.9,19.233,13.071,0.35,0.17,0.12,0.0,3500.0,0,8,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX092017,104.74,10.28,0.57,18/5/2017,4.25,0.014,0.005,0.003,0.003,0.028,0.008,0.018,0.005,0.001,0.0,0.004,0.0,0.001,5.938,25,7.45,17.385,14.269,0.488,0.1,0.12,0.0,4300.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX092017,104.74,10.28,0.57,3/6/2017,6.54,0.016,0.008,0.006,0.002,0.035,0.01,0.017,0.005,0.008,0.0,0.003,0.0,0.001,5.535,25,7.98,19.578,14.357,0.6,0.788,0.12,0.0,2500.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX092017,104.74,10.28,0.57,19/6/2017,6.25,0.015,0.007,0.005,0.003,0.03,0.009,0.015,0.005,0.005,0.0,0.004,0.0,0.001,5.163,25,7.74,20.257,14.012,0.64,0.54,0.12,0.0,4300.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX102017,104.52,10.37,0.25,3/3/2017,5.86,0.014,0.006,0.003,0.003,0.028,0.008,0.016,0.006,0.002,0.0,0.004,0.0,0.001,5.215,25,8.67,25.456,15.73,0.225,0.225,0.12,0.0,3500.0,0,64,,Trung bình,"RGB(255,255,0)"
TGLX102017,104.52,10.37,0.25,17/3/2017,6.05,0.012,0.004,0.002,0.001,0.028,0.007,0.015,0.005,0.004,0.0,0.0,0.0,0.001,5.0,25,7.6,17.61,12.934,35.6,0.375,0.12,0.0,35.438,0,73,,Trung bình,"RGB(255,255,0)"
TGLX102017,104.52,10.37,0.25,3/4/2017,6.21,0.012,0.005,0.003,0.003,0.026,0.007,0.015,0.005,0.002,0.0,0.003,0.0,0.001,5.07,25,7.2,16.58,12.714,0.53,0.22,0.12,0.0,2800.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX102017,104.52,10.37,0.25,17/4/2017,4.72,0.014,0.007,0.005,0.002,0.03,0.008,0.014,0.004,0.008,0.0,0.002,0.0,0.001,4.645,25,6.62,15.111,11.614,0.425,0.75,0.12,0.0,1700.0,0,8,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX102017,104.52,10.37,0.25,5/5/2017,6.79,0.014,0.006,0.004,0.003,0.029,0.009,0.017,0.005,0.004,0.0,0.004,0.0,0.001,5.523,25,7.0,18.167,13.893,0.13,0.4,0.12,0.0,3500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX102017,104.52,10.37,0.25,18/5/2017,4.42,0.014,0.006,0.004,0.004,0.026,0.008,0.015,0.005,0.002,0.0,0.005,0.0,0.001,5.155,25,7.3,17.702,13.195,0.525,0.163,0.12,0.0,5400.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX102017,104.52,10.37,0.25,3/6/2017,5.16,0.014,0.006,0.004,0.003,0.029,0.009,0.016,0.006,0.003,0.0,0.004,0.0,0.001,5.49,25,8.13,22.758,15.292,0.588,0.288,0.12,0.0,3800.0,0,7,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX102017,104.52,10.37,0.25,19/6/2017,5.12,0.014,0.007,0.005,0.002,0.031,0.009,0.015,0.005,0.006,0.0,0.002,0.0,0.001,5.03,25,7.86,20.271,13.818,0.57,0.62,0.12,0.0,2100.0,0,8,,Ô nhiễm rất nặng,"RGB(126,0,35)"
TGLX112017,105.11,10.44,0.97,3/3/2017,6.77,0.017,0.009,0.007,0.007,0.029,0.01,0.017,0.005,0.003,0.0,0.009,0.0,0.001,5.593,25,7.74,22.123,15.245,0.175,0.263,0.12,0.0,9200.0,0,64,,Trung bình,"RGB(255,255,0)"
TGLX112017,105.11,10.44,0.97,17/3/2017,6.86,0.013,0.004,0.002,0.001,0.03,0.008,0.017,0.005,0.003,0.0,0.0,0.0,0.001,5.615,25,7.82,24.043,15.884,6514.0,0.313,0.12,0.0,95.0,0,71,,Trung bình,"RGB(255,255,0)"
TGLX112017,105.11,10.44,0.97,3/4/2017,6.53,0.014,0.006,0.004,0.003,0.029,0.008,0.016,0.005,0.004,0.0,0.004,0.0,0.001,5.278,25,7.15,18.852,13.741,0.58,0.4,0.12,0.0,3500.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX112017,105.11,10.44,0.97,17/4/2017,6.37,0.015,0.007,0.006,0.003,0.032,0.009,0.016,0.004,0.007,0.0,0.003,0.0,0.001,5.208,25,6.73,14.371,12.224,0.438,0.738,0.12,0.0,2800.0,0,80,,Tốt,"RGB(0,228,0)"
TGLX112017,105.11,10.44,0.97,5/5/2017,6.46,0.014,0.005,0.003,0.002,0.03,0.008,0.017,0.005,0.004,0.0,0.001,0.0,0.001,5.703,25,7.1,18.231,14.183,0.44,0.4,0.12,0.0,1300.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX112017,105.11,10.44,0.97,18/5/2017,5.66,0.016,0.008,0.006,0.006,0.027,0.01,0.017,0.005,0.001,0.0,0.009,0.0,0.001,5.54,25,7.46,19.202,14.246,0.725,0.14,0.12,0.0,9200.0,0,40,,Xấu,"RGB(255,126,0)"
TGLX112017,105.11,10.44,0.97,3/6/2017,5.59,0.016,0.009,0.007,0.006,0.026,0.009,0.014,0.005,0.003,0.0,0.009,0.0,0.001,4.773,25,7.35,21.622,13.857,0.575,0.313,0.12,0.0,9200.0,0,36,,Xấu,"RGB(255,126,0)"
TGLX112017,105.11,10.44,0.97,19/6/2017,6.01,0.013,0.006,0.004,0.002,0.028,0.008,0.014,0.005,0.005,0.0,0.003,0.0,0.001,4.675,25,7.64,19.25,12.963,0.92,0.51,0.12,0.0,2500.0,0,74,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,3/3/2017,7.5,0.018,0.01,0.008,0.007,0.032,0.011,0.017,0.005,0.006,0.0,0.009,0.0,0.002,5.625,25,7.03,15.883,13.327,0.2,0.625,0.12,0.0,9200.0,0,53,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,17/3/2017,7.36,0.015,0.007,0.005,0.001,0.034,0.009,0.016,0.006,0.008,0.0,0.0,0.0,0.001,5.215,25,8.34,22.527,14.806,23.1,0.788,0.12,0.0,23.413,0,70,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,3/4/2017,7.46,0.013,0.004,0.003,0.002,0.027,0.008,0.017,0.005,0.001,0.0,0.003,0.0,0.001,5.765,25,7.35,16.569,13.753,0.45,0.14,0.12,0.0,2500.0,0,77,,Tốt,"RGB(0,228,0)"
TGLX122017,105.11,10.44,0.97,17/4/2017,6.67,0.017,0.009,0.008,0.006,0.031,0.01,0.016,0.005,0.006,0.0,0.008,0.0,0.001,5.388,25,7.35,15.219,12.761,0.375,0.55,0.12,0.0,8400.0,0,65,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,5/5/2017,6.29,0.017,0.009,0.006,0.003,0.035,0.01,0.017,0.005,0.007,0.0,0.004,0.0,0.001,5.773,25,7.9,18.468,14.363,0.54,0.73,0.12,0.0,4300.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,18/5/2017,6.52,0.013,0.007,0.005,0.002,0.029,0.008,0.013,0.005,0.006,0.0,0.002,0.0,0.001,4.33,25,7.7,20.981,12.991,0.588,0.625,0.12,0.0,2400.0,0,75,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,3/6/2017,6.32,0.012,0.006,0.004,0.003,0.022,0.007,0.011,0.005,0.002,0.0,0.004,0.0,0.001,3.68,25,7.9,18.537,11.246,0.63,0.24,0.12,0.0,4300.0,0,72,,Trung bình,"RGB(255,255,0)"
TGLX122017,105.11,10.44,0.97,19/6/2017,6.23,0.011,0.005,0.003,0.002,0.024,0.007,0.012,0.005,0.003,0.0,0.002,0.0,0.001,4.108,25,7.45,18.013,11.722,0.57,0.32,0.12,0.0,2100.0,0,76,,Tốt,"RGB(0,228,0)"
TGLX132017,105.02,10.32,1.29,3/3/2017,5.67,0.011,0.004,0.003,0.002,0.023,0.007,0.014,0.003,0.003,0.0,0.002,0.0,0.001,4.718,25,5.74,16.345,12.111,0.275,0.25,0.12,0.0,2400.0,0,56,,Trung bình,"RGB(255,255,0)"
